"Task ID","Task Name","tags","Przeznaczenie (drop down)","Klawiatura (labels)","Obudowa (labels)","Procesor (drop down)","Model Procesora (short text)","Grafika (short text)","RAM (drop down)","Dysk (drop down)","Rozdzielczość (drop down)","Matryca (labels)","Problemy (labels)","Uwagi (text)","Regał (drop down)","Lists","Zamówienie (short text)"
"86bwe94bg","C8CRHR2","[dell latitude 7490]","Magazyn","[Francuska]","[]","i7","8650U","","8","256","1920 x 1080","[Zwykłe ryski / otarcia]","[TA0]","","","[24.10.23 TES FRANCJA -]",""
"86bwebyea","38mx0x2","[dell latitude 7490]","Magazyn","[Pionowy Enter ISO / EU]","[]","i7","8650U","","Brak","BRAK","1920 x 1080","[Bez wad]","[TA0]","naroznik z tylu lekko zdarty","","[24.10.23 TES FRANCJA -]",""
"86bwecg60","DBY12X2","[dell latitude 7490]","Magazyn","[QWERTY PL]","[]","i7","8650U","","8","256","1920 x 1080","[Zwykłe ryski / otarcia]","[Ramka Matrycy, TA0]","","","[24.10.23 TES FRANCJA -]",""
"86bwed87v","hjb1wt2","[dell latitude 7490]","Magazyn","[Francuska]","","i7","8650U","","8","BRAK","1920 x 1080","[Bez wad]","[Palmrest, TA0]","

","","[24.10.23 TES FRANCJA -]",""
"86bweddtk","1rqqvt2","[dell latitude 7490]","Magazyn","[Malowana QWERTY PL]","[Nowy palmrest]","i7","8650U","","8","BRAK","1920 x 1080","[Wszędzie otarcia]","[TA0]","","9","[24.10.23 TES FRANCJA -]",""
"86bwedx2v","dzpjhr2","[dell latitude 7490]","Magazyn","[Pionowy Enter ISO / EU]","","i7","8650U","","8","BRAK","1920 x 1080","[Zwykłe ryski / otarcia]","[Touchpad, TA0]","

","","[24.10.23 TES FRANCJA -]",""
"86bweed9k","8ZBJHR2","[dell latitude 7490]","Magazyn","[Pionowy Enter ISO / EU]","[]","i7","8650U","","16","BRAK","1920 x 1080","[Zwykłe ryski / otarcia]","[TA0]","PALMREST WYTARTE

","","[24.10.23 TES FRANCJA -]",""
"86bweemtv","46H0NQ2","[dell latitude 7490]","Magazyn","[Pionowy Enter ISO / EU]","[]","i7","8650U","","8","BRAK","1920 x 1080","[Wielkie poświaty, Zwykłe ryski / otarcia]","[TA0]","Ciemniejsze plamy na bialym, brak gumki od dolu","","[24.10.23 TES FRANCJA -]",""
"86bwef36e","18crhr2","[dell latitude 7490]","Magazyn","[Francuska]","[]","i7","8650U","","8","BRAK","1920 x 1080","[Zwykłe ryski / otarcia]","[Spód X, TA0]","

","","[24.10.23 TES FRANCJA -]",""
"86bwg13qf","PC0EP5UT","[lenovo thinkpad p50]","Serwis","[Pionowy Enter ISO / EU, Uszkodzona, Niekompletna, Francuska]","[Pęknięcie / Uszczerbek]","i7","6820HQ","M2000M","4","256","1920 x 1080","[Zwykłe poświatki, Mikro otarcia]","","nie wszystkie klawisze działają, brak trackpointa","12","[Mix - przed 11.2023]",""
"86bwg4fm0","pc1ky313","[lenovo thinkpad x395]","Przyjęcie","[Pionowy Enter ISO / EU, Uszkodzona, Francuska]","[Klapa ma otarcia, Ok]","AMD","3500U","Radeon Vega 8","16","256","1920 x 1080","[Zwykłe ryski / otarcia, Mikro poświatka]","[Touchpad]","duzo klawiszy nie dziala, touchpad nie zawsze dziala","","[Mix - przed 11.2023]",""
"86bwgpacn","4ff5453","[dell precision 7540]","Serwis","[Pionowy Enter ISO / EU, Francuska]","[Wgniotka / Odstaje]","i5","9400H","T2000 Quadro","32","512","1920 x 1080","[Bez wad]","[Inny]","wygięta obudowa z tyłu","3","[20.11.23 ATF Francja 239239 -]",""
"86bwhmh53","PF1G9DX9","[lenovo thinkpad p52]","Serwis","[Pionowy Enter ISO / EU, Podświetlana, Francuska]","[Ok]","Xeon","E-2176M","P2000 Quadro","16","BRAK","1920 x 1080","[Zwykłe ryski / otarcia, Zwykłe poświatki]","[Palmrest]","","12","[20.11.23 ATF Francja 239239 -]",""
"86bwhmn7e","pf2tw008","[lenovo thinkpad p15s]","Serwis","[Pionowy Enter ISO / EU, Francuska]","[Ok]","i5","10310U","P520 Quadro","16","512","1920 x 1080","[Bez wad]","[Hasło Bios]","TEST OK","12","[20.11.23 ATF Francja 239239 -]",""
"86bwhnjvj","MP1HUUUM","[lenovo thinkpad l570]","Przyjęcie","[Pionowy Enter ISO / EU, Niekompletna, Francuska]","[Pęknięcie / Uszczerbek]","i5","6200U","","8","128","1366 x 768","[Zwykłe ryski / otarcia, Mikro poświatka]","","pękn. kolo gniazda zasilania","","[20.11.23 ATF Francja 239239 -]",""
"86bwhnu95","MP1CVLD7","[lenovo thinkpad l570]","Przyjęcie","[Pionowy Enter ISO / EU, Francuska]","[Pęknięcie / Uszczerbek]","","","","","","","[Zbita]","[Ramka Matrycy]","NO TEST, Klapa i ramka matrycy do wymiany","","[20.11.23 ATF Francja 239239 -]",""
"86bwhr8pc","F4STGK3","[dell latitude 7420]","Przyjęcie","[Pionowy Enter ISO / EU, Francuska]","[Ok]","","","","","","","[Zbita]","","NO TEST","","[20.11.23 ATF Francja 239239 -]",""
"86bwhre5z","pc17ghl9","[lenovo thinkpad t495s]","Przyjęcie","[Pionowy Enter ISO / EU, Podświetlana, Francuska]","","","","","","","","","[]","","","[20.11.23 ATF Francja 239239 -]",""
"86bwhymfh","jmmymw2","[dell latitude 5300]","Magazyn","[Francuska]","[]","i5","8365U","","8","BRAK","1366 x 768","[Bez wad]","[]","","","[20.11.23 ATF Francja 239239 -]",""
"86bwhynfz","6DBTJW2","[dell latitude 5300]","Magazyn","[Francuska]","[]","i5","8365U","","8","256","1366 x 768","[Zbita]","[]","","","[20.11.23 ATF Francja 239239 -]",""
"86bwhypat","4lmymw2","[dell latitude 5300]","Magazyn","[Francuska]","[]","i5","8365U","","8","BRAK","1366 x 768","[Bez wad]","[]","","","[20.11.23 ATF Francja 239239 -]",""
"86bwhyvmp","95r6nw2","[dell latitude 5300]","Magazyn","[Francuska]","[]","i5","8365U","","8","BRAK","1366 x 768","[Bez wad]","[Bateria X]","","","[20.11.23 ATF Francja 239239 -]",""
"86bwj6gew","93R6NW2","[dell latitude 5300]","Magazyn","[Francuska]","[]","i5","8365U","","8","256","1366 x 768","[Bez wad]","[]","","","[20.11.23 ATF Francja 239239 -]",""
"86bwjmyey","JHFSWT2","[dell latitude 5490]","Przyjęcie","[Pionowy Enter ISO / EU, Francuska]","[Ok]","i5","8350U","","8","256","1366 x 768","[Zwykłe poświatki]","[Bateria brak]","","","[20.11.23 ATF Francja 239239 -]",""
"86bwjn66x","5L30XT2","[dell latitude 5490]","Przyjęcie","[Pionowy Enter ISO / EU, Francuska]","[Ok]","i5","8350U","","8","256","1366 x 768","[Wielkie poświaty, Zwykłe ryski / otarcia]","","","","[20.11.23 ATF Francja 239239 -]",""
"86bwk54j9","9B7FJM2","[dell precision 7520]","Serwis","[Pionowy Enter ISO / EU, Francuska]","[Ok]","","","","","","","","[Nie włącza się]","tylko diodia od baterii","3","[21-22.11.23 ATF FRANCJA (KURIER) 239245 -]",""
"86bwk5bvd","2QJBXT2","[dell precision 7530]","Serwis","[Pionowy Enter ISO / EU, Uszkodzona, Francuska]","[Pęknięcie / Uszczerbek]","i5","8400H","","32","","","","[Touchpad]","NO TEST
pękn spód","3","[21-22.11.23 ATF FRANCJA (KURIER) 239245 -]",""
"86bwk5u15","42JXL13","[dell precision 7540]","Serwis","[Pionowy Enter ISO / EU, Francuska]","[Pęknięcie / Uszczerbek]","i5","9400H","T2000 Quadro","32","512","1920 x 1080","[Zwykłe ryski / otarcia, Zwykłe poświatki]","[Touchpad]","wygięty lekko tył","3","[21-22.11.23 ATF FRANCJA (KURIER) 239245 -]",""
"86bwk68t9","7F65ZY2","[dell latitude 7300]","Przyjęcie","[Pionowy Enter ISO / EU, Francuska]","[Klapa ma otarcia, Pęknięcie / Uszczerbek]","","","","","","","[Zbita]","[Nie włącza się]","migaja biale diody 
uszkodzone gumki od klapy","","[21-22.11.23 ATF FRANCJA (KURIER) 239245 -]",""
"86bwk6n53","cn9tjw2","[dell latitude 5300]","Magazyn","[Francuska]","[]","i5","8365U","","8","512","1920 x 1080","[Wielkie poświaty, Wszędzie otarcia]","[TA0]","linia pionowa
","","[21-22.11.23 ATF FRANCJA (KURIER) 239245 -]",""
"86bwk6t3q","7g02vp2","[dell latitude 5491]","Przyjęcie","[Pionowy Enter ISO / EU, Francuska]","[Pęknięcie / Uszczerbek]","i5","8400H","","16","512","1366 x 768","","","USZCZERBEK Z TYŁU","","[21-22.11.23 ATF FRANCJA (KURIER) 239245 -]",""
"86bwk848b","j5btjw2","[dell latitude 5300]","Magazyn","[Francuska]","[]","i5","8365U","","8","BRAK","1366 x 768","[Wszędzie otarcia, Zwykłe poświatki]","[]","","","[21-22.11.23 ATF FRANCJA (KURIER) 239245 -]",""
"86bwk8v0a","4KVHWZ2","[dell latitude 5300]","Magazyn","[Francuska]","[]","i5","8365U","","8","256","1366 x 768","[Bez wad]","[]","","","[21-22.11.23 ATF FRANCJA (KURIER) 239245 -]",""
"86bwk8vxw","2tbtjw2","[dell latitude 5300]","Magazyn","[Francuska]","[]","i5","8365U","","8","256","1366 x 768","[Zbita]","[TA0]","","","[21-22.11.23 ATF FRANCJA (KURIER) 239245 -]",""
"86bwkapkj","1YLPYY2","[dell latitude 5500]","Magazyn","[Francuska]","[]","i5","8365U","","8","256","1920 x 1080","[Zwykłe ryski / otarcia]","[Bateria X]","","","[21-22.11.23 ATF FRANCJA (KURIER) 239245 -]",""
"86bwkxmgb","GM5VSQ2","[dell latitude 5591]","Przyjęcie","[Pionowy Enter ISO / EU, Uszkodzona, Podświetlana, Francuska]","","i5","8400H","","16","500","1920 x 1080","[Zwykłe ryski / otarcia]","[Zawiasy ]","klawiatura i palmrest - nierówne, chyba spuchnieta bateria","","[21-22.11.23 ATF FRANCJA (KURIER) 239245 -]",""
"86bwm0kfc","F4RSSG2","[dell latitude 5414 pancerny]","Przyjęcie","[Pionowy Enter ISO / EU, Podświetlana, Francuska]","[Pęknięcie / Uszczerbek]","i5","6300U","","8","256","1920 x 1080","[Bez wad]","","","","[21-22.11.23 ATF FRANCJA (KURIER) 239245 -]",""
"86bwm1kvx","j13t1z2","[dell latitude 7200 2-in-1]","Magazyn","","","","","","","","","","","wystawiony na pojedynczy
","","[21-22.11.23 ATF FRANCJA (KURIER) 239245 -]",""
"86bwm73r4","xxx","[lenovo thinkpad p50]","Przyjęcie","[Pionowy Enter ISO / EU, Malowana QWERTY PL]","[Ok]","","","","","","","","","kalibrator kolorów
blad dysku","","[Mix - przed 11.2023]",""
"86bwm75u4","PF1E8PXM","[lenovo thinkpad p51]","Przyjęcie","[Pionowy Enter ISO / EU, Malowana QWERTY PL]","[Pęknięcie / Uszczerbek]","i7","7700HQ","M1200 Quadro","16","512","1920 x 1080","[Wielkie poświaty]","","pekn nad SD","12","[Mix - przed 11.2023]",""
"86bwm7hcc","r90x59h9","[lenovo thinkpad l390]","Przyjęcie","[Pionowy Enter ISO / EU, Francuska]","[Pęknięcie / Uszczerbek]","i5","8265U","","8","BRAK","1920 x 1080","[]","","BRAK RYSIKA
nie jest doykowa
obudowa porysowana","","[20.11.23 ATF Francja 239239 -]",""
"86bwm7jbp","pw00elkc","[lenovo thinkpad l13]","Pojedyncze","[Pionowy Enter ISO / EU, Francuska]","[Ok]","i5","1145G7","","8","256","1920 x 1080","[Wszędzie otarcia]","[Palmrest]","2338LAP2/0626
","","[20.11.23 ATF Francja 239239 -]",""
"86bwuyfh6","PF1P3AW6","[lenovo thinkpad l580]","Serwis","[Pionowy Enter ISO / EU, Wytarta, Francuska]","[Pęknięcie / Uszczerbek]","","","","","","","[Wszędzie otarcia]","[Włącznik, Palmrest, Ramka Matrycy, Nie włącza się]","uszczerbek klapy, 
otarcia obudowy","12","[20.11.23 ATF Francja 239239 -]",""
"86bwuyuz0","pf1h57pm","[lenovo thinkpad l580]","Serwis","[Pionowy Enter ISO / EU, Wytarta, Francuska]","[Ok]","i5","8350U","","8","256","1920 x 1080","[Wielkie poświaty, Zwykłe ryski / otarcia]","[Palmrest]","","12","[20.11.23 ATF Francja 239239 -]",""
"86bwvrreg","pf13zj31","[lenovo thinkpad l580]","Serwis","[Pionowy Enter ISO / EU, Wytarta, Francuska]","[Pęknięcie / Uszczerbek]","i5","8350U","","8","256","1920 x 1080","[Wszędzie otarcia, Zwykłe poświatki]","[Palmrest]","uszczerbek - lewy dolny róg z tyłu
ekran do wymiany
klapa mocne obicia","12","[20.11.23 ATF Francja 239239 -]",""
"86bwxkjvz","J2R50X2","[dell latitude 5490]","Przyjęcie","[Pionowy Enter ISO / EU, Podświetlana, Francuska]","[Ok]","i5","8350U","","8","256","1920 x 1080","[Zwykłe ryski / otarcia]","[]","OTARTE ROGI PALMRESTU","","[28.11.23 ECUBEL BELGIA (ATF BIS)]",""
"86bwxm9y7","l30994/158","[dell latitude 5490]","Serwis","[Pionowy Enter ISO / EU, Podświetlana, Francuska]","[Ok]","i5","8350U","","8","256","1920 x 1080","[Zwykłe ryski / otarcia, Zwykłe poświatki]","[USB ]","zdeformowane USB, ale dziala","","[28.11.23 ECUBEL BELGIA (ATF BIS)]",""
"86bwxmrpw","fmhw5y2","[dell latitude 5490]","Przyjęcie","[Pionowy Enter ISO / EU, Podświetlana, Francuska]","[Ok]","i5","8350U","","8","256","1920 x 1080","[Zwykłe ryski / otarcia]","[]","","","[28.11.23 ECUBEL BELGIA (ATF BIS)]",""
"86bwxnhed","GGQNHM2","[dell precision 5520]","Pojedyncze","[]","","i7","7820HQ","","8","256","","[]","[]","2199LAP2/0526

","","[28.11.23 ECUBEL BELGIA (ATF BIS)]",""
"86bwxnkn4","GG66GH2","[dell precision 5520]","Pojedyncze","[Pionowy Enter ISO / EU, Francuska]","","","","","","","","[Wszędzie otarcia]","[Nie włącza się]","miga pomaranczowa dioda","3","[28.11.23 ECUBEL BELGIA (ATF BIS)]",""
"86bwxq66f","bpfr5y2","[dell latitude 5490]","Serwis","[Pionowy Enter ISO / EU, Wytarta, Podświetlana, Francuska]","[Ok]","i5","8350U","","8","256","1920 x 1080","[Zwykłe ryski / otarcia]","","","","[28.11.23 ECUBEL BELGIA (ATF BIS)]",""
"86bwxq7vu","1xcs5y2","[dell latitude 5490]","Malarnia","[Pionowy Enter ISO / EU, Podświetlana, Francuska]","[Ok]","i5","8350U","","8","256","1920 x 1080","[Zwykłe ryski / otarcia]","[]","otarcie narożnika palmrestu","","[28.11.23 ECUBEL BELGIA (ATF BIS)]",""
"86bwy6htz","PF1HKUFZ","[lenovo thinkpad l580]","Serwis","[Pionowy Enter ISO / EU, Francuska]","[Pęknięcie / Uszczerbek]","","","","","","","[Zbita]","","uszkodzony róg obudowy, klapa, spód","12","[Mix - przed 11.2023]",""
"86bwy6vab","pf1qd39e","[lenovo thinkpad l580]","Malarnia","[Pionowy Enter ISO / EU, Wytarta, Francuska]","[Ok]","i5","8350U","","8","256","1920 x 1080","[Bez wad]","[]","","","[Mix - przed 11.2023]",""
"86bwy6yr4","pf1l03p8","[lenovo thinkpad l580]","Serwis","[Pionowy Enter ISO / EU, Uszkodzona, Francuska]","[Pęknięcie / Uszczerbek]","i5","8350U","","8","256","1920 x 1080","[Zwykłe ryski / otarcia]","[Palmrest]","uszkodzony dolny róg obudowy,
peknieta klapa,
nie dziala ESC","12","[Mix - przed 11.2023]",""
"86bwy73n8","PF1P37SP","[lenovo thinkpad l580]","Serwis","[Pionowy Enter ISO / EU, Wytarta, Francuska]","[Ok]","","","","","","","[Wszędzie otarcia]","[Palmrest, Nie włącza się]","
","12","[Mix - przed 11.2023]",""
"86bwyd42f","pf13zu6q","[lenovo thinkpad l580]","Serwis","[Pionowy Enter ISO / EU, Wytarta, Francuska]","[Ok]","","","","","","","","[Palmrest, Nie włącza się]","","12","[Mix - przed 11.2023]",""
"86bwyd560","pf13ye68","[lenovo thinkpad l580]","Serwis","[Pionowy Enter ISO / EU, Wytarta, Francuska]","[Ok]","","","","","","","","[Nie włącza się]","","12","[Mix - przed 11.2023]",""
"86bwyfw4n","pf1l03la","[lenovo thinkpad l580]","Serwis","[Pionowy Enter ISO / EU, Uszkodzona, Francuska]","[Ok]","","","","","","","[Wielka rysa / rysy]","[Palmrest]","Nie działa ""Enter"".
","12","[Mix - przed 11.2023]",""
"86bwyuybp","pc1ky317","[lenovo thinkpad x395]","Przyjęcie","[Pionowy Enter ISO / EU, Francuska]","[Ok]","AMD","Ryzen 5 PRO 3500U","Radeon vega 8","16","256","1920 x 1080","[Dotyk, Mikro otarcia, Mikro poświatka]","","","","[Mix - przed 11.2023]",""
"86bwzx9p8","JHC73X2","[dell latitude 5500]","Magazyn","[Uszkodzona, Francuska]","[]","i7","8665U","","8","BRAK","1920 x 1080","[Nowa]","","duzo klawiszy nie dziala, trzeba mocniej docisnac
","","[Mix - przed 11.2023]",""
"86bwzy18c","hy19p42","[dell inspiron 5370]","Serwis","[Pionowy Enter ISO / EU, Francuska]","[Pęknięcie / Uszczerbek]","","","","","","","","[Nie włącza się]","NO TEST","","[Mix - przed 11.2023]",""
"86bxp7036","FDH3ZW2","[dell precision 7730]","Przyjęcie","[Krótki Enter ANSI / US, QWERTY PL, Podświetlana]","[Ok]","i7","8850H","P5200 Quadro","8","BRAK","1920 x 1080","[Bez wad]","[Bateria brak, Bateria bios, Ramka Matrycy]","LEKKIE WGNIOTKI
","","[02.2024 USA]",""
"86bxp76hm","9mzg2z2","[dell precision 7730]","Przyjęcie","[Krótki Enter ANSI / US, QWERTY PL, Podświetlana]","[Ok]","i7","8850H","P3200 Quadro","8","BRAK","1920 x 1080","[Bez wad]","[Bateria brak]","lekkie wygięcie z tyłu
","","[02.2024 USA]",""
"86bxp78fg","cyv0yt2","[dell precision 7730]","Przyjęcie","[Krótki Enter ANSI / US, QWERTY PL, Podświetlana]","[Ok]","i7","8850H","P3200 Quadro","32","512","1920 x 1080","[Bez wad]","","","","[02.2024 USA]",""
"86bxp7cz7","hlys5s2","[dell precision 7730]","Przyjęcie","[Krótki Enter ANSI / US, QWERTY PL, Podświetlana]","[Ok]","i7","8850H","P3200 Quadro","32","512","1920 x 1080","[Bez wad]","","lekkie wygięcie z tyłu
","","[02.2024 USA]",""
"86bxp91qw","FQ9BNF2","[dell precision 7730]","Przyjęcie","[Krótki Enter ANSI / US, QWERTY PL, Podświetlana]","[Ok]","i7","8850H","P3200 Quadro","32","512","1920 x 1080","[Zwykłe ryski / otarcia, Zwykłe poświatki]","","FIOLETOWA PLAMA NA CZARNYM
duzo rys
","","[02.2024 USA]",""
"86bxp9e8b","2snbqv2","[dell precision 7730]","Przyjęcie","[Krótki Enter ANSI / US, QWERTY PL, Podświetlana]","[Ok]","i7","8850H","P3200 Quadro","32","512","1920 x 1080","[Bez wad]","","","","[02.2024 USA]",""
"86bxp9kzz","96ZV3Z2","[dell precision 7740]","Przyjęcie","[Krótki Enter ANSI / US, QWERTY PL, Podświetlana]","[Klapa ma otarcia, Pęknięcie / Uszczerbek]","i7","9850H","Quadro RTX 3000","32","512","1920 x 1080","[Bad pixel / robaczek]","","","7","[02.2024 USA]",""
"86bxpa8n4","357tyw2","[dell precision 7730]","Przyjęcie","[Krótki Enter ANSI / US, QWERTY PL, Podświetlana]","[Ok]","i7","8850H","P3200 Quadro","32","512","1920 x 1080","[Bez wad]","","","","[02.2024 USA]",""
"86bxpa900","5348Q13","[dell precision 7740]","Przyjęcie","[Krótki Enter ANSI / US, QWERTY PL, Podświetlana]","[Ok]","i7","9850H","Quadro RTX 3000","32","512","1920 x 1080","[Zwykłe ryski / otarcia]","","","","[02.2024 USA]",""
"86bxpacx4","J72PQ13","[dell precision 7740]","Przyjęcie","[Krótki Enter ANSI / US, QWERTY PL, Podświetlana]","[Ok]","i7","9850H","Quadro RTX 3000","32","512","1920 x 1080","[Zwykłe ryski / otarcia]","","","","[02.2024 USA]",""
"86bxpad7b","7m930z2","[dell precision 7730]","Przyjęcie","[Krótki Enter ANSI / US, QWERTY PL, Podświetlana]","[Ok]","i7","8850H","P3200 Quadro","32","512","1920 x 1080","[Bez wad]","","LEKKIE WGIĘCIE  Z TYŁU
","","[02.2024 USA]",""
"86bxpb56z","GPJ96S2","[dell precision 7730]","Przyjęcie","[Krótki Enter ANSI / US, QWERTY PL, Podświetlana]","[Ok]","i7","8850H","P3200 Quadro","32","512","1920 x 1080","[Bez wad]","","LEKKIE WGIĘCIE Z BOKU
","","[02.2024 USA]",""
"86bxpb9hh","6P84XT2","[dell precision 7730]","Przyjęcie","[Krótki Enter ANSI / US, QWERTY PL, Podświetlana]","[Ok]","i7","8850H","P3200 Quadro","32","512","1920 x 1080","[Bez wad]","","LEKKIE WGIĘCIE Z BOKU I Z TYŁU

","","[02.2024 USA]",""
"86bxpbfjp","2v2zzy2","[dell precision 7730]","Przyjęcie","[Krótki Enter ANSI / US, QWERTY PL, Podświetlana]","[Ok]","i7","8850H","P3200 Quadro","32","512","1920 x 1080","[Bez wad]","","","","[02.2024 USA]",""
"86bxpbh50","8TTYYW2","[dell precision 7730]","Przyjęcie","[Krótki Enter ANSI / US, QWERTY PL, Podświetlana]","[Ok]","i7","8850H","P3200 Quadro","8","BRAK","1920 x 1080","[Mikro otarcia]","[Bateria brak, Inny]","głośny wentylator
","","[02.2024 USA]",""
"86bxpbjgf","7tchzw2","[dell precision 7730]","Przyjęcie","[Krótki Enter ANSI / US, QWERTY PL, Podświetlana]","[Ok]","i7","8850H","P3200 Quadro","32","512","1920 x 1080","[Zwykłe ryski / otarcia]","[Bateria brak]","BRZYDKI PALMREST
WYGIĘTY Z TYŁU
","","[02.2024 USA]",""
"86bxpbnx9","hffjzw2","[dell precision 7730]","Przyjęcie","[Krótki Enter ANSI / US, QWERTY PL, Podświetlana]","[Ok]","i7","8850H","P3200 Quadro","32","512","1920 x 1080","[Bez wad]","","LEKKIE WGIĘCIE  Z TYŁU
","","[02.2024 USA]",""
