"Task ID","Task Name","tags","Przeznaczenie (drop down)","Klawiatura (labels)","Obudowa (labels)","Procesor (drop down)","Model Procesora (short text)","Grafika (short text)","RAM (drop down)","Dysk (drop down)","Rozdzielczość (drop down)","Matryca (labels)","Problemy (labels)","Uwagi (text)","Regał (drop down)","Lists","Zamówienie (short text)"
"86bzg3a5q","bsnfl13","[dell latitude 5500]","Przyjęcie","[Francuska]","[Ok]","i5","8365U","Intel","8","BRAK","1920 x 1080","[Zwykłe ryski / otarcia]","[Spód X, Bateria brak, Ramka Matrycy]","","","[05.04.24 - Motor City Computer]",""
"86bzg3bp7","7zyg1z2","[dell latitude 5500]","Serwis","[Francuska]","","i5","8265U","","","","","[Zbita]","[Spód X, Klapa X, Palmrest, Nie włącza się]","POŁAMANY !!!!
","","[02.2024 USA]",""
"86bzg3x89","d95b2x2","[dell latitude 5500]","Przyjęcie","[Francuska]","[Ok]","i5","8365U","Intel","16","BRAK","1920 x 1080","[Zwykłe ryski / otarcia]","[Spód X, Bateria brak]","","","[05.04.24 - Motor City Computer]",""
"86bzg42dy","67qgl13","[dell latitude 5500]","Przyjęcie","[Francuska]","[Ok]","i7","8665U","","8","BRAK","1920 x 1080","","[Bateria brak]","","","[od 1.07.2024 wprowadzone]",""
"86bzg4an0","68M49Y2","[dell latitude 5500]","Przyjęcie","[Francuska]","[Ok]","i7","8665U","","16","512","1920 x 1080","[Zwykłe poświatki]","[Bateria brak, Ramka Matrycy]","","","[od 1.07.2024 wprowadzone]",""
"86bzg4ckx","2bgr1z2","[dell latitude 5500]","Przyjęcie","[QWERTY PL]","[Ok]","i5","8365U","","8","","1920 x 1080","[Zwykłe ryski / otarcia]","[Bateria brak, Palmrest, Touchpad, Ramka Matrycy]","","","[od 1.07.2024 wprowadzone]",""
"86bzg4jrk","4F8XPN2","[dell latitude 7480]","Serwis","[Francuska]","","i5","6300U","","","BRAK","","[]","[Bateria brak, Nie włącza się]","ZIMA
","","[od 1.07.2024 wprowadzone]",""
"86bzg4mpc","14G9HM2","[dell latitude 7480]","Serwis","[Francuska]","","","","","","BRAK","","[]","[Bateria brak, Nie włącza się]","ZIMA
","","[od 1.07.2024 wprowadzone]",""
"86bzg4vd4","9NZ4VP2","[dell latitude 7480]","Serwis","[Francuska]","","i5","","","","BRAK","","[]","[Spód X, Bateria brak, Nie włącza się]","","","[od 1.07.2024 wprowadzone]",""
"86bzg57h0","j2mq2z2","[dell latitude 5500]","Serwis","[Francuska]","[Ok]","i5","8","","","BRAK","1920 x 1080","[]","[Bateria brak, Touchpad]","BIOS ?
","","[od 1.07.2024 wprowadzone]",""
"86bzg58cp","39vp633","[dell latitude 5500]","Serwis","[Francuska]","[Ok]","","","","","","","[]","[Nie włącza się]","","","[od 1.07.2024 wprowadzone]",""
"86bzg5ax7","66T6YY2","[dell latitude 5500]","Przyjęcie","[Malowana QWERTY PL]","[Ok]","i5","8365U","","16","BRAK","1920 x 1080","[Zwykłe ryski / otarcia]","[]","","","[od 1.07.2024 wprowadzone]",""
"86bzg5fg4","31YLMF2","[dell latitude e7470]","Serwis","","","","","","","","","","[Inny, Nie włącza się]","PO ZALANIU ?
","","[od 1.07.2024 wprowadzone]",""
"86bzg5ykb","3m766h2","[dell latitude e7470]","Przyjęcie","[Francuska]","[Ok]","i5","6300U","","8","BRAK","1920 x 1080","[Zwykłe ryski / otarcia]","[Bateria brak]","","","[od 1.07.2024 wprowadzone]",""
"86bzg61xc","4T4WDC2","[dell latitude e7470]","Przyjęcie","[QWERTY PL]","[Ok]","i5","6300U","","8","256","1600 x 900","[Bez wad]","[]","","","[od 1.07.2024 wprowadzone]",""
"86bzg6bcu","76B3SF2","[dell latitude e7470]","Serwis","[Francuska]","","i5","6300U","","","","","","[Nie włącza się]","","","[od 1.07.2024 wprowadzone]",""
"86bzg6fqm","BTT3NC2","[dell latitude e7470]","Przyjęcie","[QWERTY PL]","[Ok]","i7","6600U","","8","BRAK","1920 x 1080","[Wielkie poświaty, Zwykłe ryski / otarcia]","[Bateria bios]","","","[od 1.07.2024 wprowadzone]",""
"86bzg6j9w","JDCPJC2","[dell latitude e7470]","Serwis","[QWERTY PL]","","i5","6300U","","","","","[Brak]","[]","","","[od 1.07.2024 wprowadzone]",""
"86bzg6uba","HQ5CR72","[dell latitude e7470]","Serwis","[QWERTY PL]","","","","","","","","","[Nie włącza się]","","","[od 1.07.2024 wprowadzone]",""
"86bzg6v06","43C4S72","[dell latitude e7470]","Serwis","[QWERTY PL]","","","","","","","","","[Nie włącza się]","","","[od 1.07.2024 wprowadzone]",""
"86bzg6vpy","H5GNPC2","[dell latitude e7470]","Serwis","[QWERTY PL]","","i5","","","","","","","[Ramka Matrycy]","DŁUGO SIE WLACZA
","","[od 1.07.2024 wprowadzone]",""
"86bzg70yv","7BV8HC2","[dell latitude e7470]","Przyjęcie","[QWERTY PL]","[Ok]","i7","6600U","","8","BRAK","1920 x 1080","[Zwykłe ryski / otarcia]","[Bateria X]","","","[od 1.07.2024 wprowadzone]",""
"86bzgnc0v","45L4S721","[dell latitude e7470]","Przyjęcie","[QWERTY PL]","","i5","6300U","","8","256","1920 x 1080","[Bez wad]","[Bateria bios]","","","[od 1.07.2024 wprowadzone]",""
"86bzgnfft","25QBR72","[dell latitude e7470]","Serwis","[QWERTY PL]","","i5","","","","","","","[Palmrest, Ramka Matrycy, Nie włącza się]","","","[od 1.07.2024 wprowadzone]",""
"86bzgnrf5","6RRH1G2","[dell latitude e7470]","Serwis","[Francuska]","","i5","6300U","","Brak","BRAK","","[Brak]","[Bateria brak, Klapa X]","","","[od 1.07.2024 wprowadzone]",""
"86bzgnumg","9xlf1g2","[dell latitude e7470]","Serwis","[Francuska]","","i5","6300U","","8","BRAK","","[Brak]","[Bateria brak, Ramka Matrycy]","","","[od 1.07.2024 wprowadzone]",""
"86bzgnx8f","d699zf2","[dell latitude e7470]","Serwis","[Francuska]","","i5","6300U","","8","BRAK","","[]","[Spód X, Bateria brak, Nie włącza się]","","","[od 1.07.2024 wprowadzone]",""
"86bzgp1d4","47J2S72","[dell latitude e7470]","Serwis","[Francuska]","","i5","6300U","","8","BRAK","","[Zbita]","[Bateria brak, Palmrest]","","","[od 1.07.2024 wprowadzone]",""
"86bzgqvnw","GBWKR72","[dell latitude e7470]","Przyjęcie","[Francuska]","","i5","6300U","","8","BRAK","1920 x 1080","[]","[Bateria brak, Bateria bios]","","","[od 1.07.2024 wprowadzone]",""
"86bzgqxk6","JYCLJC2","[dell latitude e7470]","Serwis","[QWERTY PL]","","i5","6300U","","8","256","1600 x 900","[]","[Zawiasy , Bateria X]","","","[od 1.07.2024 wprowadzone]",""
"86bzgqy9j","9QMVQF2","[dell latitude e7470]","Serwis","[QWERTY PL]","","","","","","","","[]","[Nie włącza się]","ZIMA
","","[od 1.07.2024 wprowadzone]",""
"86bzgr24a","6XSDKC2","[dell latitude e7470]","Przyjęcie","[Francuska]","[Ok]","i7","6600U","","8","BRAK","1366 x 768","[]","[Bateria brak]","","","[od 1.07.2024 wprowadzone]",""
"86bzgr4zt","C4C3TC2","[dell latitude e7470]","Przyjęcie","[QWERTY PL]","[Ok]","i7","6600U","","16","BRAK","1920 x 1080","[]","[]","","","[od 1.07.2024 wprowadzone]",""
"86bzgrczf","83H6TC2","[dell latitude e7470]","Przyjęcie","[QWERTY PL]","[Ok]","i7","6600U","","8","BRAK","1920 x 1080","[]","[Bateria brak]","","","[od 1.07.2024 wprowadzone]",""
"86bzgrmm3","8JSNLC2","[dell latitude e7470]","Przyjęcie","[QWERTY PL]","[Ok]","i7","6600U","","8","256","1920 x 1080","[]","[Palmrest]","","","[od 1.07.2024 wprowadzone]",""
"86bzgrybk","8PVGTF2","[dell latitude e7470]","Przyjęcie","[Francuska]","","i5","6300U","","16","256","1920 x 1080","[]","[Bateria brak]","","","[od 1.07.2024 wprowadzone]",""
"86bzgt132","2FW2S72","[dell latitude e7470]","Serwis","[QWERTY PL]","","i5","","","","","","[]","[Nie włącza się]","ZIMA
","","[od 1.07.2024 wprowadzone]",""
"86bzgtxbc","6263S72","[dell latitude e7470]","Serwis","[QWERTY PL]","","i5","6300U","","8","256","1600 x 900","[]","[USB , Spód X, Bateria brak, Bateria bios]","","","[od 1.07.2024 wprowadzone]",""
"86bzgtztw","4B3LJC2","[dell latitude e7470]","Serwis","[QWERTY PL]","","i5","6300U","","8","BRAK","1600 x 900","[]","[Bateria brak, Inny]","NIE WYKRYWA KART SIECIOWYCH
","","[od 1.07.2024 wprowadzone]",""
"86bzgut0m","JZNHLC2","[dell latitude e7470]","Przyjęcie","[QWERTY PL]","[Ok]","i7","6600U","","8","BRAK","1920 x 1080","[]","[Palmrest]","","","[od 1.07.2024 wprowadzone]",""
"86bzguvd9","BXYNXF2","[dell latitude e7470]","Przyjęcie","[QWERTY PL]","[Ok]","i7","6600U","","16","BRAK","1920 x 1080","[]","[Palmrest]","","","[od 1.07.2024 wprowadzone]",""
"86bzgv1tu","9CGHZF2","[dell latitude e7470]","Przyjęcie","[Francuska]","","i5","6300U","","16","256","1920 x 1080","[]","[Bateria brak, Bateria bios]","","","[od 1.07.2024 wprowadzone]",""
"86bzh5jb1","1wb4rc2","[dell latitude e7470]","Przyjęcie","[QWERTY PL]","","i5","6300U","","8","256","1920 x 1080","[]","[Bateria bios]","","","[od 1.07.2024 wprowadzone]",""
"86bzh6cmp","BRAK SN","[dell latitude e7470]","Serwis","[QWERTY PL]","","i7","","","","","","","[Nie włącza się]","","","[od 1.07.2024 wprowadzone]",""
"86bzh6hbm","bzvxrc2","[dell latitude e7470]","Przyjęcie","[QWERTY PL]","[Ok]","i7","6600U","","16","256","1920 x 1080","[Wielkie poświaty]","[Bateria bios]","","","[od 1.07.2024 wprowadzone]",""
"86bzh6jed","6ffdtc2","[dell latitude e7470]","Przyjęcie","[QWERTY PL]","[Ok]","i7","6600U","","16","512","1920 x 1080","[]","[Ramka Matrycy]","","","[od 1.07.2024 wprowadzone]",""
"86bzh6pg8","5zzzjc2","[dell latitude e7470]","Przyjęcie","[QWERTY PL]","[Ok]","i7","6600U","","16","512","1920 x 1080","[]","[]","","","[od 1.07.2024 wprowadzone]",""
"86bzh6qt8","9ftsxf2","[dell latitude e7470]","Przyjęcie","[QWERTY PL]","[Ok]","i7","6600U","","16","BRAK","1920 x 1080","[]","[Bateria X]","","","[od 1.07.2024 wprowadzone]",""
"86bzh72uz","71GYRC2","[dell latitude e7470]","Przyjęcie","[QWERTY PL]","[Ok]","i7","6600U","","8","BRAK","1920 x 1080","[]","[Bateria brak, Klapa X, Bateria bios, Palmrest]","","","[od 1.07.2024 wprowadzone]",""
"86bzh76xy","8g3jlc2","[dell latitude e7470]","Przyjęcie","[Francuska]","","i5","6300U","","8","BRAK","1366 x 768","[]","[Palmrest]","","","[od 1.07.2024 wprowadzone]",""
"86bzh7cmk","5zd4hc2","[dell latitude e7470]","Serwis","[QWERTY PL]","","i5","6300U","","","","","[Brak]","[Palmrest]","","","[od 1.07.2024 wprowadzone]",""
"86bzh7z9j","cffzdc2","[dell latitude e7470]","Przyjęcie","[QWERTY PL]","","i5","6300U","","8","BRAK","1600 x 900","[]","[Bateria brak, Bateria bios, Palmrest]","","","[od 1.07.2024 wprowadzone]",""
"86bzh9e6x","1j63fc2","[dell latitude e7470]","Serwis","[QWERTY PL]","","i5","","","","","","","[Nie włącza się]","","","[od 1.07.2024 wprowadzone]",""
"86bzh9g18","brak sn 2","[dell latitude e7470]","Serwis","[QWERTY PL]","","i5","","","","","","","[Spód X, Palmrest, Nie włącza się]","","","[od 1.07.2024 wprowadzone]",""
"86bzh9pk3","hzbfkc2","[dell latitude e7470]","Przyjęcie","[QWERTY PL]","[Ok]","i7","6600U","","8","256","1920 x 1080","[]","[Bateria brak]","","","[od 1.07.2024 wprowadzone]",""
"86bzhaeje","FLGS8H2","[dell latitude e7470]","Serwis","[Francuska]","","i7","","","","","","","[Nie włącza się]","","","[od 1.07.2024 wprowadzone]",""
"86bzhaj3z","2jbckc2","[dell latitude e7470]","Przyjęcie","[Francuska]","[Ok]","i7","6600U","","8","BRAK","1920 x 1080","[]","[Bateria brak, Ramka Matrycy]","","","[od 1.07.2024 wprowadzone]",""
"86bzhampv","gmzdkc2","[dell latitude e7470]","Przyjęcie","[Francuska]","[Ok]","i7","6600U","","8","BRAK","1366 x 768","[]","[Bateria brak]","","","[od 1.07.2024 wprowadzone]",""
"86bzhb57x","63dtbh2","[dell latitude e7470]","Przyjęcie","[Francuska]","[Ok]","i7","6600U","","8","BRAK","1366 x 768","[]","[]","","","[od 1.07.2024 wprowadzone]",""
"86bzhb9uy","5dms8h2","[dell latitude e7470]","Przyjęcie","[Francuska]","[Ok]","i7","6600U","","8","BRAK","1366 x 768","[]","[Bateria bios]","","","[od 1.07.2024 wprowadzone]",""
"86bzhbb4a","82h4pf2","[dell latitude e7470]","Przyjęcie","[]","[Ok]","i7","6600U","","8","BRAK","1920 x 1080","[]","[Bateria brak]","","","[od 1.07.2024 wprowadzone]",""
"86bzhbrkk","H4ZR8H2","[dell latitude e7470]","Serwis","[Francuska]","","i7","6600U","","","","","","[Klapa X, Nie włącza się]","","","[od 1.07.2024 wprowadzone]",""
"86bywn7kp","MP16FZGT","[lenovo thinkpad yoga 260]","Przyjęcie","[Pionowy Enter ISO / EU, Francuska]","[Ok]","i5","6200U","INTEL","8","128","1920 x 1080","[Wszędzie otarcia, Dotyk]","","","","[Mix - przed 11.2023]",""
"86bzhc0c8","bjqzr72","[dell latitude e7470]","Serwis","[QWERTY PL]","","i5","","","","","","","[Ramka Matrycy, Nie włącza się]","","","[od 1.07.2024 wprowadzone]",""
"86bzhc2gc","3702tc2","[dell latitude e7470]","Przyjęcie","[Francuska]","","i5","6300U","","8","BRAK","1920 x 1080","[]","[]","","","[od 1.07.2024 wprowadzone]",""
"86bzhc458","jw9xpc2","[dell latitude e7470]","Przyjęcie","[Francuska]","","i5","6300U","","8","BRAK","1920 x 1080","[]","[Bateria brak]","","","[od 1.07.2024 wprowadzone]",""
"86bzhc7cm","2QT9N72","[dell latitude e7470]","Przyjęcie","[Francuska]","","i7","6600U","","8","BRAK","1366 x 768","[]","[Spód X, Bateria brak, Bateria bios]","","","[od 1.07.2024 wprowadzone]",""
"86bzhcb32","czqyjc2","[dell latitude e7470]","Serwis","[]","","i7","","","","","","","[]","BRAK PŁYTY GŁÓWNEJ
","","[od 1.07.2024 wprowadzone]",""
"86bzhcfnz","38yh1g2","[dell latitude e7470]","Serwis","[Francuska]","","i5","","","","","","","[Nie włącza się]","ZIMA
","","[od 1.07.2024 wprowadzone]",""
"86bzhcqb9","brak sn - 3","[dell latitude e7470]","Serwis","[QWERTY PL]","","","","","","","","","[Palmrest, Nie włącza się]","

","","[od 1.07.2024 wprowadzone]",""
"86bzhctkh","brak sn-4","[dell latitude e7470]","Serwis","[QWERTY PL]","","i5","","","","","","","[Spód X, Nie włącza się]","

","","[od 1.07.2024 wprowadzone]",""
"86bzhcv7f","92916H2","[dell latitude e7470]","Przyjęcie","[Francuska]","","i5","6300U","","8","BRAK","1920 x 1080","","[Bateria brak, Bateria bios]","","","[od 1.07.2024 wprowadzone]",""
"86bzhczac","8wvhbh2","[dell latitude e7470]","Serwis","[Francuska]","","","","","","","","","[Nie włącza się]","

","","[od 1.07.2024 wprowadzone]",""
"86bzhd7gt","2XPCKC2","[dell latitude e7470]","Przyjęcie","[Francuska]","","i7","6600U","","8","BRAK","1366 x 768","[]","[Bateria brak]","","","[od 1.07.2024 wprowadzone]",""
"86bzhdbvk","9H9CZF2","[dell latitude e7470]","Przyjęcie","[]","","i5","6300U","","","","","","[]","zdublowany  

","","[od 1.07.2024 wprowadzone]",""
"86bzhkyun","hzhnjc2","[dell latitude e7470]","Przyjęcie","[QWERTY PL]","","i5","6300U","","8","BRAK","1920 x 1080","","[Spód X, Bateria brak]","","","[od 1.07.2024 wprowadzone]",""
"86bzhm43n","j3spnh2","[dell latitude 5580]","Przyjęcie","[Francuska]","","i7","7600U","","8","500","1920 x 1080","[]","","","","[od 1.07.2024 wprowadzone]",""
"86bzhmzbh","gbk34q2","[dell latitude 5580]","Przyjęcie","[Francuska]","","i5","6300U","","8","256","1920 x 1080","[Zwykłe ryski / otarcia]","[]","","","[od 1.07.2024 wprowadzone]",""
"86bzhnm2y","73214Q2","[dell latitude 5580]","Przyjęcie","[Francuska]","","i5","6300U","","8","256","1920 x 1080","[Zwykłe ryski / otarcia]","[Ramka Matrycy]","","","[od 1.07.2024 wprowadzone]",""
"86bzhnprr","D5TPNH2","[dell latitude 5580]","Przyjęcie","[QWERTY PL]","","i7","7600U","","8","500","1920 x 1080","[]","[Bateria X]","","","[od 1.07.2024 wprowadzone]",""
"86bzhp5cr","3RZ0VN2","[dell latitude 5580]","Przyjęcie","[Francuska]","","i7","7820HQ","GeForce 940MX","8","BRAK","1920 x 1080","","","","","[od 1.07.2024 wprowadzone]",""
"86bzhrqy8","D095JR2 ZŁY SN","[dell latitude 5590]","Serwis","[Francuska]","","i5","5300U","","","","","","[Hasło Bios]","","","[od 1.07.2024 wprowadzone]",""
"86bzhrzvc","ddvmwd2","[dell latitude 5580]","Przyjęcie","[QWERTY PL]","","i7","7820HQ","GeForce 940MX","16","BRAK","1920 x 1080","","","","","[od 1.07.2024 wprowadzone]",""
"86bzht8y4","16mt1n2","[dell latitude 5580]","Przyjęcie","[QWERTY PL]","","i7","7600U","","16","BRAK","1920 x 1080","[]","[]","","","[od 1.07.2024 wprowadzone]",""
"86bzhtj5j","g2vm6s2","[dell latitude 5580]","Przyjęcie","[QWERTY PL]","","i5","6300U","","16","256","1920 x 1080","[Zwykłe ryski / otarcia]","[]","","","[od 1.07.2024 wprowadzone]",""
"86bzhtrbm","4tfdsn2","[dell latitude 5580]","Przyjęcie","[QWERTY PL]","","i7","7600U","","8","512","1920 x 1080","[]","[Bateria brak, Klapa X]","","","[od 1.07.2024 wprowadzone]",""
"86bzhu25e"," 78634q2","[dell latitude 5580]","Przyjęcie","[QWERTY PL]","","i5","6300U","","8","256","1920 x 1080","[Zwykłe ryski / otarcia]","[Spód X, Klapa X, Palmrest]","","","[od 1.07.2024 wprowadzone]",""
"86bzhubuu","gskw8h2","[dell latitude 5580]","Serwis","[]","","i5","","","","","","[]","[Nie włącza się]","","","[od 1.07.2024 wprowadzone]",""
"86bzhv5gm","jg1s8h2","[dell latitude 5580]","Przyjęcie","[Francuska]","","i5","7300U","","8","256","1920 x 1080","[Zwykłe ryski / otarcia]","","","","[od 1.07.2024 wprowadzone]",""
"86bzhvh8m","cfvmwd2","[dell latitude 5580]","Serwis","[]","","i7","","","","","","[]","[Nie włącza się]","","","[od 1.07.2024 wprowadzone]",""
"86bzhvt42","9B5C4M2","[dell latitude 5580]","Przyjęcie","[]","","i5","6440HQ","INTEL","16","BRAK","1920 x 1080","","[]","","","[od 1.07.2024 wprowadzone]",""
"86bzj3d7a","d65dnn2","[dell latitude 5580]","Przyjęcie","[QWERTY PL]","","i3","7100U","","8","BRAK","1366 x 768","[Zwykłe ryski / otarcia]","","","","[od 1.07.2024 wprowadzone]",""
"86bzj3dmv","B4QFLH2","[dell latitude 5580]","Serwis","[Francuska]","","i5","","","","","","","[Nie włącza się]","","","[od 1.07.2024 wprowadzone]",""
"86bzj3gge","fh2jlh2","[dell latitude 5580]","Serwis","[QWERTY PL]","","i5","","","","","","","[Nie włącza się]","","","[od 1.07.2024 wprowadzone]",""
"86bzj49ez","hhh8bh2","[dell latitude 5580]","Przyjęcie","[QWERTY PL]","","i5","7300U","","8","BRAK","1366 x 768","[Zwykłe ryski / otarcia]","[Spód X]","","","[od 1.07.2024 wprowadzone]",""
"86bzj4u84","89YC4M2","[dell latitude 5580]","Przyjęcie","[QWERTY PL]","","i5","6300U","","8","256","1920 x 1080","[Zwykłe ryski / otarcia]","[Ramka Matrycy]","","","[od 1.07.2024 wprowadzone]",""
"86bzj5e20","9b0tjm2","[dell latitude 5580]","Przyjęcie","[Francuska]","","i5","7300U","","8","256","1920 x 1080","[Zwykłe ryski / otarcia]","","","","[od 1.07.2024 wprowadzone]",""
"86bzj5gfm","BN1PPH2","[dell latitude 5580]","Serwis","[QWERTY PL]","","i5","6440HQ","","","","","[Zbita]","[]","","","[od 1.07.2024 wprowadzone]",""
"86bzj5uzp","7ghlhm2","[dell latitude 5580]","Przyjęcie","[QWERTY PL]","","i5","6300U","","8","256","1920 x 1080","[Zwykłe ryski / otarcia]","[Bateria brak]","","","[od 1.07.2024 wprowadzone]",""
"86bzj5w9q","91w3zm2","[dell latitude 5580]","Przyjęcie","[QWERTY PL]","","i5","7300U","","8","256","1920 x 1080","[Zwykłe ryski / otarcia]","[Klapa X]","","","[od 1.07.2024 wprowadzone]",""
"86bzj6xjq","b8d9lh2","[dell latitude 5580]","Serwis","[QWERTY PL]","","i5","7","","","","","[Zbita]","[Spód X, Palmrest]","","","[od 1.07.2024 wprowadzone]",""
"86bzj6zem","2g5rrn2","[dell latitude 5580]","Przyjęcie","[QWERTY PL]","","i5","6300U","","16","256","1920 x 1080","[Zwykłe ryski / otarcia]","[]","","","[od 1.07.2024 wprowadzone]",""
"86bzj7px1","h5ghp13","[dell latitude 5580]","Serwis","[QWERTY PL]","","i5","","","","","","","[Nie włącza się]","","","[od 1.07.2024 wprowadzone]",""
"86bzj7vfq","gmv1hm2","[dell latitude 5580]","Serwis","[Brak]","","i5","","","","","","","[Klapa X, Palmrest, Nie włącza się]","","","[od 1.07.2024 wprowadzone]",""
"86bzj85ha","HWZLGH2","[dell latitude 5580]","Serwis","[]","","i5","","","","","","","[Klapa X, Palmrest, Nie włącza się]","","","[od 1.07.2024 wprowadzone]",""
"86bzj8fxd","cr344m2","[dell latitude 5580]","Przyjęcie","[QWERTY PL]","","i7","7820HQ","GeForce 940MX","16","512","1920 x 1080","[Zwykłe ryski / otarcia, Dotyk]","[]","","","[od 1.07.2024 wprowadzone]",""
"86bzj9dfg","74214q2","[dell latitude 5580]","Przyjęcie","[Francuska]","","i5","6300U","","8","256","1920 x 1080","[Zwykłe ryski / otarcia]","[]","","","[od 1.07.2024 wprowadzone]",""
"86bzj9etb","3wl14q2","[dell latitude 5580]","Przyjęcie","[Francuska]","","i5","6300U","","8","256","1920 x 1080","[Zwykłe ryski / otarcia]","[]","","","[od 1.07.2024 wprowadzone]",""
"86bzj9hbu","h5mknf2","[dell latitude 5580]","Przyjęcie","[]","","i5","","","","","","[]","[]","

","","[od 1.07.2024 wprowadzone]",""
"86bzj9nqd","5qqgph2","[dell latitude 5580]","Przyjęcie","[Francuska]","","i5","6440HQ","GeForce 940MX","16","BRAK","1920 x 1080","[Zwykłe ryski / otarcia]","[Bateria X, Palmrest, Touchpad, Ramka Matrycy]","","","[od 1.07.2024 wprowadzone]",""
"86bzjad18","brak sn - 3","[dell latitude 7480]","Serwis","","","","","","","","","","","PO ZALANIU
","","[od 1.07.2024 wprowadzone]",""
"86bzjav52","dwk7sn2","[dell latitude 5580]","Przyjęcie","[QWERTY PL]","","i5","6300U","","8","256","1920 x 1080","[Zwykłe ryski / otarcia]","[]","","","[od 1.07.2024 wprowadzone]",""
"86bzjaxtf","520NLH2","[dell latitude 5580]","Serwis","[Francuska]","","i5","7","","","","","","[Hasło Bios]","","","[od 1.07.2024 wprowadzone]",""
"86bzjb9uw","jk1p3h2","[dell latitude 5580]","Przyjęcie","[Francuska]","","i5","6300U","","8","BRAK","1920 x 1080","[Zwykłe ryski / otarcia]","[Bateria brak]","","","[od 1.07.2024 wprowadzone]",""
"86bzjbzdg","17SS9H2","[dell latitude 5580]","Przyjęcie","[Malowana QWERTY PL]","","i5","6440HQ","GeForce 940MX","8","BRAK","1920 x 1080","[Zwykłe ryski / otarcia]","[Spód X, Bateria brak]","","","[od 1.07.2024 wprowadzone]",""
"86bzjn2ez","bsll02n","[dell latitude 5590]","Przyjęcie","[Malowana QWERTY PL]","","i3","7130U","","8","BRAK","1920 x 1080","[]","[Bateria brak]","","","[od 1.07.2024 wprowadzone]",""
"86bzjn5q3","3HZ92X2","[dell latitude 5590]","Przyjęcie","[Francuska]","","i5","8350U","","8","BRAK","1920 x 1080","[Zwykłe ryski / otarcia]","[Bateria brak]","","","[od 1.07.2024 wprowadzone]",""
"86bzjn6z8","dmqqhr2","[dell latitude 5590]","Przyjęcie","[Francuska]","","i5","7300U","","8","BRAK","1920 x 1080","[Zwykłe ryski / otarcia]","[Spód X, Bateria brak, Ramka Matrycy]","","","[od 1.07.2024 wprowadzone]",""
"86bzjn93a","5JR2SQ2","[dell latitude 5590]","Przyjęcie","[Francuska]","","i5","7300U","","8","BRAK","1920 x 1080","[Zwykłe ryski / otarcia]","[]","","","[od 1.07.2024 wprowadzone]",""
"86bzjn9gj","F1M4RV2","[dell latitude 5590]","Przyjęcie","[Francuska]","","i7","7600U","","16","512","1920 x 1080","[Zwykłe ryski / otarcia]","[Bateria X]","","","[od 1.07.2024 wprowadzone]",""
"86bzjnb9z","79lt2x2","[dell latitude 5590]","Przyjęcie","[Francuska]","","i7","8650U","","8","BRAK","1920 x 1080","[Zwykłe ryski / otarcia]","[]","","","[od 1.07.2024 wprowadzone]",""
"86bzjne2m","1GJXHR2","[dell latitude 5590]","Przyjęcie","[Francuska]","","i7","8650U","","32","512","1920 x 1080","[Zwykłe ryski / otarcia, Zwykłe poświatki]","[Spód X]","","","[od 1.07.2024 wprowadzone]",""
"86bzjnmq2","8M0Q2X2","[dell latitude 5590]","Serwis","[Francuska]","","i7","8","","","","","[]","[Palmrest, Nie włącza się]","","","[od 1.07.2024 wprowadzone]",""
"86bzjnpzn","3Y8T1X2","[dell latitude 5590]","Przyjęcie","[Francuska]","","i7","8650U","","16","512","1920 x 1080","[Zwykłe ryski / otarcia]","[]","","","[od 1.07.2024 wprowadzone]",""
"86bzjnuzc","hd1kjr2","[dell latitude 5590]","Przyjęcie","[QWERTY PL]","","i5","7300U","","8","128","1920 x 1080","[Zwykłe ryski / otarcia]","[]","","","[od 1.07.2024 wprowadzone]",""
"86bzjnx59","6bmyvt2","[dell latitude 5590]","Przyjęcie","[Francuska]","","i7","8650U","","16","512","1920 x 1080","[Zwykłe ryski / otarcia]","[Bateria X]","","","[od 1.07.2024 wprowadzone]",""
"86bzjp2vx","9gvgsq2","[dell latitude 5590]","Serwis","[Francuska]","","i5","7","","","","","[Dotyk]","[Nie włącza się]","","","[od 1.07.2024 wprowadzone]",""
"86bzjpd83","dn23sn2","[dell latitude 7480]","Przyjęcie","[QWERTY PL]","","i5","6300U","","8","256","1920 x 1080","","[Bateria bios]","","","[od 1.07.2024 wprowadzone]",""
"86bzjpy7j","HLWR5S2","[dell latitude 5590]","Serwis","[Francuska]","","i5","7300U","","","","","[]","[Nie włącza się]","","","[od 1.07.2024 wprowadzone]",""
"86bzjq17b","9wcypq2","[dell latitude 5590]","Przyjęcie","[Francuska]","","i5","7300U","","8","BRAK","1920 x 1080","[Zwykłe ryski / otarcia]","[Bateria brak, Palmrest]","","","[od 1.07.2024 wprowadzone]",""
"86bzjq5wu","G3XTK13","[dell latitude 5590]","Przyjęcie","[Francuska]","","i5","8350U","","8","BRAK","1920 x 1080","[Zwykłe ryski / otarcia]","[Bateria brak, Palmrest]","","","[od 1.07.2024 wprowadzone]",""
"86bzjq8ke","60bgtq2","[dell latitude 5590]","Przyjęcie","[Francuska]","","i5","7300U","","8","BRAK","1920 x 1080","[Zwykłe ryski / otarcia]","[Bateria brak]","","","[od 1.07.2024 wprowadzone]",""
"86bzjqdet","3TZ2NH2","[dell latitude 5580]","Przyjęcie","[Francuska]","","i7","7600U","","16","512","1920 x 1080","[Dotyk]","","","","[od 1.07.2024 wprowadzone]",""
