"Task ID","Task Name","tags","Przeznaczenie (drop down)","Klawiatura (labels)","Obudowa (labels)","Procesor (drop down)","Model Procesora (short text)","Grafika (short text)","RAM (drop down)","Dysk (drop down)","Rozdzielczość (drop down)","Matryca (labels)","Problemy (labels)","Uwagi (text)","Regał (drop down)","Lists","Zamówienie (short text)"
"86c3a0d1f","5CG8414W10","[hp elitebook 745 g5]","Przyjęcie","[QWERTY PL]","","AMD","Ryzen 7 Pro 2700U","","16","BRAK","","[Zwykłe ryski / otarcia, Zwykłe poświatki]","[Hasło Bios]","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3a0dnq","5cg8494j3s","[hp elitebook 745 g5]","Przyjęcie","[QWERTY PL]","","AMD","Ryzen 7 Pro 2700U","","16","BRAK","","[Zwykłe ryski / otarcia]","[Hasło Bios]","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3a0e3e","5CG9334YW7","[hp elitebook 745 g5]","Przyjęcie","[QWERTY PL]","","AMD","Ryzen 7 Pro 2700U","","16","256","","[Zwykłe poświatki]","","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3a0e78","5CG8414N38","[hp elitebook 745 g5]","Przyjęcie","[QWERTY PL]","","AMD","Ryzen 7 Pro 2700U","","16","256","","[Zwykłe poświatki]","","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3a0edq","5CG8418T0Q","[hp elitebook 745 g5]","Przyjęcie","[QWERTY PL]","","AMD","Ryzen 7 Pro 2700U","","16","256","","[Zwykłe poświatki]","","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3acb2q","DSAB002563","[fujitsu lifebook p728]","Serwis","[Pionowy Enter ISO / EU, QWERTY PL]","","","","","","","1920 x 1080","[Dotyk]","[Palmrest, Nie włącza się]","","","[MIX 2 HALA - OD MAJA 2025]",""
"86c3acb64","DSAB002618","[fujitsu lifebook p728]","Serwis","[Pionowy Enter ISO / EU, QWERTY PL]","","","","","","","1920 x 1080","[Dotyk]","[Nie włącza się]","","","[MIX 2 HALA - OD MAJA 2025]",""
"86c3accjx","5CG9334XV7","[hp elitebook 745 g5]","Przyjęcie","[QWERTY PL]","","AMD","Ryzen 7 Pro 2700U","","16","256","","[Zwykłe poświatki]","","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3accrw","5CG8414N5Z","[hp elitebook 745 g5]","Przyjęcie","[QWERTY PL]","","AMD","Ryzen 7 Pro 2700U","","16","256","","[Zwykłe poświatki]","","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3acdj1","5CG8418TCX","[hp elitebook 745 g5]","Przyjęcie","[QWERTY PL]","","AMD","Ryzen 7 Pro 2700U","","16","256","","[Zwykłe poświatki]","","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3ace3a","5CG8417J3R","[hp elitebook 745 g5]","Przyjęcie","[QWERTY PL]","","AMD","Ryzen 7 Pro 2700U","","16","256","","[Zwykłe poświatki]","[Klapa X]","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3acfw2","DSAB003059","[fujitsu lifebook p728]","Serwis","[Pionowy Enter ISO / EU, QWERTY PL]","","","","","","","1920 x 1080","[Dotyk]","[Nie włącza się]","","","[MIX 2 HALA - OD MAJA 2025]",""
"86c3achvn","DSAB002972","[fujitsu lifebook p728]","Serwis","[Pionowy Enter ISO / EU, QWERTY PL]","","","","","","","1920 x 1080","[Dotyk]","[Klapa X, Palmrest, Ramka Matrycy, Nie włącza się]","","","[MIX 2 HALA - OD MAJA 2025]",""
"86c3acnzu","DSAB002168","[fujitsu lifebook p728]","Magazyn","[Pionowy Enter ISO / EU, QWERTY PL]","","","","","","","1920 x 1080","[Dotyk]","[]","","","[MIX 2 HALA - OD MAJA 2025]",""
"86c3acqdx","DSAB003103","[fujitsu lifebook p728]","Serwis","[Pionowy Enter ISO / EU, QWERTY PL]","","","","","","","1920 x 1080","[Dotyk]","[Nie włącza się]","","","[MIX 2 HALA - OD MAJA 2025]",""
"86c3act0k","DSAB002852","[fujitsu lifebook p728]","Przyjęcie","[Pionowy Enter ISO / EU, QWERTY PL]","","i5","8250U","","8","256","1920 x 1080","[Dotyk, Bez wad]","[Klapa X, Palmrest, Ramka Matrycy]","","","[MIX 2 HALA - OD MAJA 2025]",""
"86bzz40vh","CND14839MC","[hp zbook fury 17 g7 workstation]","Przyjęcie","[Francuska]","","i5","10400H","INTEL","16","256","1920 x 1080","[Bez wad]","","","","[od 1. 08. 2024]",""
"86c3ad8x3","5CG8414P2S","[hp elitebook 745 g5]","Przyjęcie","[QWERTY PL]","","","","","","","","[Zbita]","","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3ad929","5CG8418SSC","[hp elitebook 745 g5]","Przyjęcie","[QWERTY PL]","","","","","","","","[Zbita]","","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3ad97v","5CG933506X","[hp elitebook 745 g5]","Przyjęcie","[QWERTY PL]","","","","","","","","[Zbita]","","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3ad9br","5cg8417k9y","[hp elitebook 745 g5]","Przyjęcie","[QWERTY PL]","","","","","","","","[Zbita]","","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3ada19","5CG92012HM","[hp elitebook 745 g5]","Przyjęcie","[QWERTY PL]","","","","","","","","[Zbita]","","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3adadj","5CG933501F","[hp elitebook 745 g5]","Przyjęcie","[QWERTY PL]","","AMD","Ryzen 7 Pro 2700U","","16","256","","[Bez wad]","","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3adah3","5CG8414P6L","[hp elitebook 745 g5]","Przyjęcie","[QWERTY PL]","","AMD","Ryzen 7 Pro 2700U","","16","BRAK","","[Zwykłe ryski / otarcia]","","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3adajw","5cg8417l73","[hp elitebook 745 g5]","Przyjęcie","[QWERTY PL]","","AMD","Ryzen 7 Pro 2700U","","16","256","","[Zwykłe ryski / otarcia]","","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3adaq3","5CG9334YL1","[hp elitebook 745 g5]","Przyjęcie","[QWERTY PL]","","AMD","Ryzen 7 Pro 2700U","","16","256","","[Zwykłe ryski / otarcia, Zwykłe poświatki]","","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3adcf7","DSAB004780","[fujitsu lifebook p728]","Serwis","[Pionowy Enter ISO / EU, QWERTY PL]","","","","","","","1920 x 1080","[Dotyk, Zbita]","[Spód X, Klapa X, Palmrest, Ramka Matrycy]","","","[MIX 2 HALA - OD MAJA 2025]",""
"86c3adedw","DSAB004782","[fujitsu lifebook p728]","Serwis","[Pionowy Enter ISO / EU, QWERTY PL]","","","","","","","1920 x 1080","[Dotyk, Bez wad]","[Hasło Bios]","","","[MIX 2 HALA - OD MAJA 2025]",""
"86c3adg4y","DSAB002819","[fujitsu lifebook p728]","Serwis","[Pionowy Enter ISO / EU, QWERTY PL]","","","","","","","1920 x 1080","[Dotyk]","[Nie włącza się]","","","[MIX 2 HALA - OD MAJA 2025]",""
"86c3adknf","DSAB002649","[fujitsu lifebook p728]","Serwis","[Pionowy Enter ISO / EU, QWERTY PL]","","","","","","","1920 x 1080","[Dotyk]","[Nie włącza się]","","","[MIX 2 HALA - OD MAJA 2025]",""
"86c3adngp","DSAB002169","[fujitsu lifebook p728]","Serwis","[Pionowy Enter ISO / EU, QWERTY PL]","","","","","","","1920 x 1080","[Dotyk]","[Nie włącza się]","","","[MIX 2 HALA - OD MAJA 2025]",""
"86c3adr8p","DSAB002912","[fujitsu lifebook p728]","Serwis","[Pionowy Enter ISO / EU, QWERTY PL]","","","","","","","1920 x 1080","[Dotyk]","[Inny]","Brak Obrazu

","","[MIX 2 HALA - OD MAJA 2025]",""
"86c3adx2n","DSAB003102","[fujitsu lifebook p728]","Przyjęcie","[Pionowy Enter ISO / EU, QWERTY PL]","","i5","8250U","","8","BRAK","1920 x 1080","[Zwykłe ryski / otarcia, Dotyk]","[Palmrest, Ramka Matrycy]","","","[MIX 2 HALA - OD MAJA 2025]",""
"86c3aeh4y","DSAB002769","[fujitsu lifebook p728]","Przyjęcie","[Pionowy Enter ISO / EU, QWERTY PL]","","i5","8250U","","8","256","1920 x 1080","[Dotyk, Zbita]","[Bateria brak, Bateria bios, Palmrest]","","","[MIX 2 HALA - OD MAJA 2025]",""
"86c3aeyrm","5CG93350Q6","[hp elitebook 745 g5]","Przyjęcie","[QWERTY PL]","","AMD","Ryzen 7 Pro 2700U","","16","256","","[Zwykłe poświatki]","","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3aez44","5CG8494LHR","[hp elitebook 745 g5]","Przyjęcie","[QWERTY PL]","","AMD","Ryzen 7 Pro 2700U","","16","256","","[Zwykłe ryski / otarcia, Zwykłe poświatki]","","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3aezg9","5CG8417MVK","[hp elitebook 745 g5]","Przyjęcie","[QWERTY PL]","","AMD","Ryzen 7 Pro 2700U","","16","BRAK","","[Zwykłe ryski / otarcia]","","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3aezpt","5CG8414Q35","[hp elitebook 745 g5]","Przyjęcie","[QWERTY PL]","","AMD","Ryzen 7 Pro 2700U","","16","256","","[Zwykłe ryski / otarcia]","","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3af0e4","DSAB002654","[fujitsu lifebook p728]","Przyjęcie","[Pionowy Enter ISO / EU, QWERTY PL]","","i5","8250U","","8","256","1920 x 1080","[Dotyk, Bez wad]","[Klapa X, Palmrest, Ramka Matrycy]","","","[MIX 2 HALA - OD MAJA 2025]",""
"86c3af0m7","5CG8418VH0","[hp elitebook 745 g5]","Przyjęcie","[QWERTY PL]","","AMD","Ryzen 7 Pro 2700U","","16","256","","[Zwykłe ryski / otarcia]","","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3af1dr","5CG8414PZ5","[hp elitebook 745 g5]","Przyjęcie","[QWERTY PL]","","AMD","Ryzen 7 Pro 2700U","","16","256","","[Zwykłe ryski / otarcia]","[Ramka Matrycy]","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3af1xx","5CG8417JDX","[hp elitebook 745 g5]","Przyjęcie","[QWERTY PL]","","AMD","Ryzen 7 Pro 2700U","","16","BRAK","","[Zbita]","[Hasło Bios]","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3af2xy","DSAB002644","[fujitsu lifebook p728]","Przyjęcie","[Pionowy Enter ISO / EU, QWERTY PL]","","i5","8250U","","8","256","1920 x 1080","[Dotyk, Bez wad]","[Palmrest]","","","[MIX 2 HALA - OD MAJA 2025]",""
"86c3af398","5CG8417PG2","[hp elitebook 745 g5]","Przyjęcie","[QWERTY PL]","","AMD","Ryzen 7 Pro 2700U","","16","256","","[Zwykłe ryski / otarcia]","","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3af3hw","5CG8417S9F","[hp elitebook 745 g5]","Serwis","","","","","","","","","","[Nie włącza się]","diody
","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3af3uw","5cg9334wzw","[hp elitebook 745 g5]","Serwis","","","","","","","","","","[Nie włącza się]","brak RAM?
","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3af44y","5CG8414Q2K","[hp elitebook 745 g5]","Serwis","","","","","","","","","","[Nie włącza się]","ZIMA
","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3af4bt","5cg8414q50","[hp elitebook 745 g5]","Serwis","","","","","","","","","","[Nie włącza się]","ZIMA
","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3af4tw","5cg9334y0m","[hp elitebook 745 g5]","Przyjęcie","[QWERTY PL]","","AMD","Ryzen 7 Pro 2700U","","16","256","","[Zwykłe ryski / otarcia, Zwykłe poświatki]","","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3af550","5cg8417r57","[hp elitebook 745 g5]","Przyjęcie","[QWERTY PL]","","AMD","Ryzen 7 Pro 2700U","","16","256","","[Zwykłe ryski / otarcia]","","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3af5cc","5cg8418vf4","[hp elitebook 745 g5]","Przyjęcie","[QWERTY PL]","","AMD","Ryzen 7 Pro 2700U","","16","256","","[Zwykłe ryski / otarcia]","","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3af5v9","5cg8494lc6","[hp elitebook 745 g5]","Przyjęcie","[QWERTY PL]","","AMD","Ryzen 7 Pro 2700U","","16","BRAK","","[Zwykłe ryski / otarcia]","","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3af60z","5cg95052yy","[hp elitebook 745 g5]","Przyjęcie","[QWERTY PL]","","AMD","Ryzen 7 Pro 3700U","","16","BRAK","","[Zwykłe ryski / otarcia, Zwykłe poświatki]","[Touchpad]","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3afh1g","DSAB002176","[fujitsu lifebook p728]","Magazyn","[Pionowy Enter ISO / EU, QWERTY PL]","","","","","","","1920 x 1080","[Dotyk]","[]","","","[MIX 2 HALA - OD MAJA 2025]",""
"86c3agvfn","DSAB002761","[fujitsu lifebook p728]","Przyjęcie","[Pionowy Enter ISO / EU, QWERTY PL]","","i5","8250U","","8","BRAK","1920 x 1080","[Dotyk, Bez wad]","[Bateria bios]","","","[MIX 2 HALA - OD MAJA 2025]",""
"86c3ah2k1","DSAB002810","[fujitsu lifebook p728]","Serwis","[Pionowy Enter ISO / EU, QWERTY PL]","","","","","","","1920 x 1080","[Dotyk]","[Inny, Palmrest]","Brak Obrazu

","","[MIX 2 HALA - OD MAJA 2025]",""
"86c3ah6d6","5cg8418tgp","[hp elitebook 745 g5]","Przyjęcie","[QWERTY PL]","","AMD","Ryzen 7 Pro 2700U","","16","256","","[Zwykłe poświatki, Wielka rysa / rysy]","","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3ah6kg","DSAB002591","[fujitsu lifebook p728]","Serwis","[Pionowy Enter ISO / EU, QWERTY PL]","","","","","","","1920 x 1080","[Dotyk]","[Nie włącza się]","","","[MIX 2 HALA - OD MAJA 2025]",""
"86c3ah70a","5cg8417p2t","[hp elitebook 745 g5]","Przyjęcie","[QWERTY PL]","","AMD","Ryzen 7 Pro 2700U","","16","256","","[Zwykłe ryski / otarcia]","","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3ah7gy","5cg8494jww","[hp elitebook 745 g5]","Przyjęcie","[QWERTY PL]","","AMD","Ryzen 7 Pro 3700U","","16","BRAK","","[Zwykłe ryski / otarcia, Zwykłe poświatki]","[Klapa X]","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3ah829","5cg9334wk2","[hp elitebook 745 g5]","Przyjęcie","[QWERTY PL]","","AMD","Ryzen 7 Pro 2700U","","16","256","","[Zwykłe ryski / otarcia]","","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3ah8r3","5cg8414y6b","[hp elitebook 745 g5]","Przyjęcie","[QWERTY PL]","","AMD","Ryzen 7 Pro 2700U","","16","256","","[Zwykłe ryski / otarcia]","","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3ahbbz","DSAB003071","[fujitsu lifebook p728]","Przyjęcie","[Pionowy Enter ISO / EU, QWERTY PL]","","i5","8250U","","8","256","1920 x 1080","[Dotyk, Bez wad]","[Bateria bios, Palmrest]","","","[MIX 2 HALA - OD MAJA 2025]",""
"86c3ahe4x","DSAB003066","[fujitsu lifebook p728]","Przyjęcie","[Pionowy Enter ISO / EU, QWERTY PL]","","i5","8250U","","8","256","1920 x 1080","[Dotyk, Bez wad]","[Bateria bios, Palmrest]","","","[MIX 2 HALA - OD MAJA 2025]",""
"86c3ahfwa","DSAB002594","[fujitsu lifebook p728]","Przyjęcie","[Pionowy Enter ISO / EU, QWERTY PL]","","i5","8250U","","8","256","1920 x 1080","[Dotyk, Bez wad]","[Klapa X, Palmrest]","","","[MIX 2 HALA - OD MAJA 2025]",""
"86c3ahucf","DSAB003090","[fujitsu lifebook p728]","Przyjęcie","[Pionowy Enter ISO / EU, QWERTY PL]","","i5","8250U","","8","256","1920 x 1080","[Dotyk, Bez wad]","[]","","","[MIX 2 HALA - OD MAJA 2025]",""
"86c3ahw6t","DSAB002873","[fujitsu lifebook p728]","Przyjęcie","[Pionowy Enter ISO / EU, QWERTY PL]","","i5","8250U","","8","256","1920 x 1080","[Dotyk, Bez wad]","[Bateria bios, Palmrest]","","","[MIX 2 HALA - OD MAJA 2025]",""
"86c3ajd2j","DSAB004786","[fujitsu lifebook p728]","Przyjęcie","[Pionowy Enter ISO / EU, QWERTY PL]","","i5","8250U","","8","256","1920 x 1080","[Dotyk, Bez wad]","[Bateria bios]","","","[MIX 2 HALA - OD MAJA 2025]",""
"86c3ajfxj","DSAB002626","[fujitsu lifebook p728]","Przyjęcie","[Pionowy Enter ISO / EU, Niekompletna, QWERTY PL]","","i5","8250U","","8","256","1920 x 1080","[Dotyk, Bez wad]","[Spód X, Klapa X, Bateria bios, Palmrest, Ramka Matrycy]","","","[MIX 2 HALA - OD MAJA 2025]",""
"86c3ak545","DSAB003032","[fujitsu lifebook p728]","Przyjęcie","[Pionowy Enter ISO / EU, QWERTY PL]","","i5","8250U","","8","256","1920 x 1080","[Dotyk, Bez wad]","[Spód X, Bateria brak, Palmrest]","","","[MIX 2 HALA - OD MAJA 2025]",""
"86c3akb53","DSAB002574","[fujitsu lifebook p728]","Przyjęcie","[Pionowy Enter ISO / EU, QWERTY PL]","","i5","8250U","","8","256","1920 x 1080","[Dotyk, Bez wad]","[Bateria bios, Palmrest]","","","[MIX 2 HALA - OD MAJA 2025]",""
"86c3akggt","5cg8494ljl","[hp elitebook 745 g5]","Przyjęcie","[QWERTY PL]","","AMD","Ryzen 7 Pro 2700U","","16","256","","[Wielkie poświaty, Zwykłe ryski / otarcia]","","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3akgx5","5cg8417r2z","[hp elitebook 745 g5]","Przyjęcie","[QWERTY PL]","","AMD","Ryzen 7 Pro 2700U","","16","256","","[Zwykłe ryski / otarcia, Zwykłe poświatki]","","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3akh69","5cg8494km8","[hp elitebook 745 g5]","Przyjęcie","[QWERTY PL]","","AMD","Ryzen 7 Pro 2700U","","16","256","","[Problem]","","CIEMNO SWIECI

","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3akj21","5cg8417r50","[hp elitebook 745 g5]","Przyjęcie","[QWERTY PL]","","AMD","Ryzen 7 Pro 2700U","","16","BRAK","","[Zwykłe ryski / otarcia]","[Touchpad]","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3akjcf","5cg8418ssl","[hp elitebook 745 g5]","Przyjęcie","[QWERTY PL]","","AMD","Ryzen 7 Pro 2700U","","16","BRAK","","[Zwykłe ryski / otarcia]","[Hasło Bios]","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3akjpx","5cg8414ngd","[hp elitebook 745 g5]","Przyjęcie","[QWERTY PL]","","AMD","Ryzen 7 Pro 2700U","","16","256","","[Zwykłe ryski / otarcia]","","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3akk1w","5cg8417rlv","[hp elitebook 745 g5]","Przyjęcie","[QWERTY PL]","","AMD","Ryzen 7 Pro 3700U","","16","BRAK","","[Zwykłe ryski / otarcia, Zwykłe poświatki]","[]","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3akkh5","DSAB002657","[fujitsu lifebook p728]","Przyjęcie","[Pionowy Enter ISO / EU, QWERTY PL]","","i5","8250U","","8","256","1920 x 1080","[Dotyk, Bez wad]","[Palmrest]","","","[MIX 2 HALA - OD MAJA 2025]",""
"86c3akkrx","5cg9334ykq","[hp elitebook 745 g5]","Przyjęcie","[QWERTY PL]","","AMD","Ryzen 7 Pro 2700U","","16","256","","[Bez wad]","","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3akmce","5cg93350l7","[hp elitebook 745 g5]","Serwis","","","","","","","","","","[Nie włącza się]","brak RAM?
","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3aknh1","DSAB002599","[fujitsu lifebook p728]","Przyjęcie","[Pionowy Enter ISO / EU, QWERTY PL]","","i5","8250U","","8","256","1920 x 1080","[Dotyk, Bez wad]","[Bateria bios, Palmrest, Ramka Matrycy]","","","[MIX 2 HALA - OD MAJA 2025]",""
"86c3akw50","DSAB002924","[fujitsu lifebook p728]","Przyjęcie","[Pionowy Enter ISO / EU, QWERTY PL]","","i5","8250U","","8","256","1920 x 1080","[Dotyk, Bez wad]","[Bateria brak]","","","[MIX 2 HALA - OD MAJA 2025]",""
"86c3am2cb","DSAB003029","[fujitsu lifebook p728]","Przyjęcie","[Pionowy Enter ISO / EU, QWERTY PL]","","i5","8250U","","8","256","1920 x 1080","[Dotyk, Bez wad]","[Bateria bios, Palmrest]","","","[MIX 2 HALA - OD MAJA 2025]",""
"86c3am5d9","DSAB002164","[fujitsu lifebook p728]","Przyjęcie","[Pionowy Enter ISO / EU, QWERTY PL]","","i5","8250U","","8","BRAK","1920 x 1080","[Dotyk, Bez wad]","[Bateria brak]","","","[MIX 2 HALA - OD MAJA 2025]",""
"86c3amgya","5CG8417JHD","[hp elitebook 745 g5]","Serwis","","","","","","","","","","[Nie włącza się]","ZIMA
","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3amh25","5cg8417kdh","[hp elitebook 745 g5]","Przyjęcie","[QWERTY PL]","","AMD","Ryzen 7 Pro 3700U","","16","BRAK","","[Zwykłe ryski / otarcia]","[Touchpad]","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3amhgh","5CG8494L62","[hp elitebook 745 g5]","Przyjęcie","[QWERTY PL]","","AMD","Ryzen 7 Pro 2700U","","16","256","","[Problem]","[Touchpad]","pasy

","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3amjmj","5CG8494L8X","[hp elitebook 745 g5]","Przyjęcie","[QWERTY PL]","","AMD","Ryzen 7 Pro 2700U","","16","256","","[Zwykłe ryski / otarcia]","[Ramka Matrycy]","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3amkwj","5CG8417Q2V","[hp elitebook 745 g5]","Przyjęcie","[QWERTY PL]","","AMD","Ryzen 7 Pro 2700U","","16","256","","[Zwykłe ryski / otarcia]","","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3ammyz","DSAB003052","[fujitsu lifebook p728]","Przyjęcie","[Pionowy Enter ISO / EU, QWERTY PL]","","i5","8250U","","8","256","1920 x 1080","[Dotyk, Bez wad]","[]","","","[MIX 2 HALA - OD MAJA 2025]",""
"86c3amnyx","5CG8418V8D","[hp elitebook 745 g5]","Przyjęcie","[QWERTY PL]","","AMD","Ryzen 7 Pro 3700U","","16","BRAK","","[Zwykłe ryski / otarcia]","[Klapa X, Touchpad, Ramka Matrycy]","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3amzvg","DSAB002645","[fujitsu lifebook p728]","Przyjęcie","[Pionowy Enter ISO / EU, QWERTY PL]","","i5","8250U","","8","256","1920 x 1080","[Dotyk, Bez wad]","[Bateria bios, Palmrest]","","","[MIX 2 HALA - OD MAJA 2025]",""
"86c3an81c","DSAB003091","[fujitsu lifebook p728]","Przyjęcie","[Pionowy Enter ISO / EU, QWERTY PL]","","i5","8250U","","8","BRAK","1920 x 1080","[Dotyk, Bez wad]","[Klapa X, Bateria bios]","","","[MIX 2 HALA - OD MAJA 2025]",""
"86c3anpfw","DSAB002662","[fujitsu lifebook p728]","Serwis","[Pionowy Enter ISO / EU, QWERTY PL]","","","","","","","1920 x 1080","[Dotyk]","[Inny]","Brak obrazu
","","[MIX 2 HALA - OD MAJA 2025]",""
"86c3anw3j","DSAB002911","[fujitsu lifebook p728]","Serwis","[Pionowy Enter ISO / EU, QWERTY PL]","","","","","","","1920 x 1080","[Dotyk]","[Bateria brak, Palmrest, Nie włącza się]","","","[MIX 2 HALA - OD MAJA 2025]",""
"86c3anx94","DSAB002804","[fujitsu lifebook p728]","Serwis","[Pionowy Enter ISO / EU, QWERTY PL]","","","","","","","1920 x 1080","[Dotyk, Zbita]","[]","","","[MIX 2 HALA - OD MAJA 2025]",""
"86c3anzuu","DSAB004770","[fujitsu lifebook p728]","Przyjęcie","[Pionowy Enter ISO / EU, QWERTY PL]","","i5","8250U","","8","256","1920 x 1080","[Dotyk, Bez wad]","[Ramka Matrycy]","","","[MIX 2 HALA - OD MAJA 2025]",""
"86c3c43ux","5CG8417RKV","[hp elitebook 745 g5]","Przyjęcie","[QWERTY PL]","","AMD","Ryzen 7 Pro 2700U","","16","256","","[Zwykłe ryski / otarcia]","","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3c44jj","5CG8414M6J","[hp elitebook 745 g5]","Przyjęcie","[QWERTY PL]","","AMD","Ryzen 7 Pro 2700U","","16","256","","[Zwykłe ryski / otarcia]","","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3c45hn","5CG8414PD4","[hp elitebook 745 g5]","Serwis","","","","","","","","","","[Nie włącza się]","ZIMA
","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3c4bpe","5cg9334x05","[hp elitebook 745 g5]","Przyjęcie","[QWERTY PL]","","AMD","Ryzen 7 Pro 2700U","","16","256","","[Zwykłe ryski / otarcia]","","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3c4e6v","5cg8417rjb","[hp elitebook 745 g5]","Przyjęcie","[QWERTY PL]","","AMD","Ryzen 7 Pro 2700U","","16","256","","[Zwykłe ryski / otarcia]","[Klapa X, Ramka Matrycy]","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3c4kjd","5cg8414pvy","[hp elitebook 745 g5]","Przyjęcie","[QWERTY PL]","","AMD","Ryzen 7 Pro 2700U","","16","256","","[Zwykłe ryski / otarcia]","","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3c4p08","5cg8417m6h","[hp elitebook 745 g5]","Przyjęcie","[QWERTY PL]","","AMD","Ryzen 7 Pro 2700U","","8","BRAK","","[Zwykłe ryski / otarcia]","","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3c51wv","5cg8494nl7","[hp elitebook 745 g5]","Przyjęcie","[QWERTY PL]","","AMD","Ryzen 7 Pro 2700U","","8","BRAK","","[Zwykłe poświatki]","","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3c52r9","5cg9334x82","[hp elitebook 745 g5]","Przyjęcie","[QWERTY PL]","","AMD","Ryzen 7 Pro 2700U","","16","BRAK","","[Zwykłe ryski / otarcia]","[Touchpad]","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3c55uz","5cg8417q90","[hp elitebook 745 g5]","Przyjęcie","[QWERTY PL]","","AMD","Ryzen 7 Pro 2700U","","16","256","","[Zwykłe poświatki]","","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3c58dx","5cg8414q80","[hp elitebook 745 g5]","Przyjęcie","[QWERTY PL]","","AMD","Ryzen 7 Pro 2700U","","16","256","","[Zwykłe ryski / otarcia]","","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3c5wnm","5CG8417N68","[hp elitebook 745 g5]","Przyjęcie","[QWERTY PL]","","AMD","Ryzen 7 Pro 2700U","","16","256","","[Zwykłe ryski / otarcia]","","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3c5zd4","5CG9334WPw","[hp elitebook 745 g5]","Przyjęcie","[QWERTY PL]","","AMD","Ryzen 7 Pro 2700U","","16","256","","[Zwykłe ryski / otarcia]","","","","[MIX NOWA HALA - OD MAJA 2025]",""
